sexism,n.,性别歧视,xxx
bruise,v.,使碰伤，擦伤,xxx
prominent,adj.,卓越的；突出的,xxx
comprehensive,adj.,综合的，全面的,xxx
forecast,n.,预报，预测,xxx
champion,v.,支持，拥护,xxx
specification,n.,说明,xxx
layout,n.,布局，设计,xxx
rally,n.,集会,xxx
romantic,adj.,爱情的,xxx
deviate,v.,偏离,xxx
insufficient,adj.,不足的,xxx
boost,v.,提高,xxx
scandal,n.,丑闻,xxx
confine,v.,限制,xxx
conspicuous,adj.,显著的,xxx
significant,adj.,重要的,xxx
fresh,adj.,新颖的，新奇的,xxx
indulge,v.,放纵,xxx
instinctively,adv.,本能地,xxx
complement,n.,补充,xxx
content,adj.,满意的,xxx
squalor,n.,肮脏,xxx
fatigue,n.,疲惫,xxx
awesome,adj.,令人敬畏的,令人赞叹的；极好的,xxx
responsive,adj.,灵敏的，反应的,xxx
echo,v.,随声附和，发出回声,xxx
division,n.,分歧,xxx
gender,n.,性别,xxx
correlation,n.,相关，关联,xxx
casualty,n.,伤亡人数,xxx
appropriate,adj.,适当的,xxx
subtle,adj.,微妙的,xxx
critical,adj.,批评的；关键的,xxx
alternatively,adv.,二选一地；非此即彼,xxx
intimate,adj.,亲密的,xxx
disengagement,n.,分离,xxx
lounge,n.,休息室,xxx
gesture,n.,姿势，手势,xxx
script,n.,脚本，剧本,xxx
prestige,n.,名声，声望,xxx
awkward,adj.,尴尬的；棘手的；笨拙的,xxx
entrepreneur,n.,企业家,xxx
automatic,adj.,自动的,xxx
thrive,v.,繁荣，兴旺,xxx
enrich,v.,丰富，使富裕,xxx
chew,v.,咀嚼；深思,xxx
vehicle,n.,车辆,xxx
intriguing,adj.,有趣的,xxx
segregation,n.,隔离,xxx
hurl,v.,猛投,xxx
hatch,v.,孵化,xxx
disservice,n.,危害,xxx
variation,n.,变化,xxx
enormous,adj.,巨大的,xxx
scare,n.,恐吓，惊恐,xxx
alphabetical,adj.,按字母表顺序的,xxx
conclusive,adj.,得出结论的,xxx
epidemic,n.,流行病,xxx
solid,adj.,坚实的；稳固的,xxx
clause,n.,条款,xxx
attendant,n.,服务人员,xxx
collapse,v.,坍塌，崩塌,xxx
dispatch,v.,发送，派遣,xxx
shrug,v.,耸肩,xxx
redundant,adj.,失业的，被解雇的；过剩的,xxx
alert,adj.,机警的,v.,提醒,xxx
deficit,n.,赤字,xxx
restructure,v.,调整，重建,xxx
tap,v.,轻敲,xxx
simultaneous,adj.,同步的,xxx
arise,v.,出现,xxx
wildlife,n.,野生动物,xxx
overwhelm,v.,压倒，战胜,xxx
motivation,n.,动力，积极性,xxx
delicate,adj.,细微的；精细的,xxx
remarkable,adj.,显著的，杰出的,xxx
slavery,n.,奴隶制度,xxx
untreated,adj.,未经处理的,xxx
suspicious,adj.,怀疑的,xxx
ancient,adj.,古代的,xxx
distort,v.,歪曲；扭曲,xxx
skip,v.,跳过,xxx
wishful,adj.,一厢情愿的,xxx
entrepreneurship,n.,企业管理,xxx
bride,n.,新娘,xxx
unfold,v.,展开,xxx
interference,n.,干涉,xxx
assault,n.,攻击,xxx
shareholder,n.,股东,xxx
breakthrough,n.,突破性进展,xxx
footnote,n.,注脚,xxx
applicable,adj.,可应用的,xxx
controversial,adj.,受到争议的,xxx
inherit,v.,继承,xxx
facilitate,v.,使便利；促进,xxx
manifest,v.,表明,xxx
fiscal,adj.,财政的,xxx
gown,n.,长袍,xxx
rate,n.,费用,xxx
mortality,n.,死亡率,xxx
decline,v.,拒绝,xxx
mournful,adj.,悲哀的；令人惋惜的,xxx
paradox,n.,悖论,xxx
simultaneously,adv.,同步地，同时地,xxx
strategy,n.,策略,xxx
literacy,n.,识字,有文化,xxx
apathy,n.,冷漠,xxx
boom,n.,繁荣,xxx
oblige,v.,迫使,xxx
incompatibility,n.,不兼容,xxx
commerce,n.,商业,xxx
attribute,v.,归因于,xxx
cafeteria,n.,自助餐厅,xxx
cripple,n.,残疾，跛子,xxx
shuttle,n.,航天飞机,xxx
nightmare,n.,噩梦,xxx
startle,v.,使惊讶,xxx
debris,n.,残骸，碎片,xxx
assemble,v.,收集，组装,xxx
perception,n.,看法；意识,xxx
coastal,adj.,海滨的,xxx
desert,v.,放弃，抛弃,xxx
peer,n.,同龄人,xxx
embody,v.,体现,xxx
sympathetic,adj.,同情的,xxx
